date,R_H,Precipitation,ET,GW1428A,GW1430,GW285,HK4003U,HK4004U,HK4012H,HK4013H,HK4014H,HK4101U,HK4102U,HK4115U,HK4206U,HK4226B,HK4256U,HK4258U,HK4262U,HK4302H,SGU903074482,SGU909128423,SGU912799781,SGU912799806,SGU912799815,SGU912799853
6/3/2015,92,0.2,1.399338373,,,,,,,,,,,,,,,,,,,,,,,
6/4/2015,86,0,2.08037795,,,,,,,,,,,,,,,,,,,,,,,
6/5/2015,91,0.1,1.787467806,,,,,,,,,,,,,,,,,,,,,,,
6/6/2015,69,0.9,2.119191953,,,,,,,,,,,,,,,,,,,,,,,
6/7/2015,78,0,1.939741446,,,,,,,,,,,,,,,,,,,,,,,
6/8/2015,82,1.1,1.548217715,,,,,,,,,,,,,,,,,,,,,,,
6/9/2015,87,0,1.746921849,,,,,,,,,,,,,,,,,,,,,,,
6/10/2015,75,0,1.765029693,,,,,19.63,27.77752,,22.61281824,48.26,44.57,16.69,,,,,,,,,,,,
6/11/2015,96,0,1.711779632,,,,,,,,,,,,,,,,,,,,,,,
6/12/2015,95,0,1.74653027,,,,,,,,,,,,,,,,,,,,,,,
6/13/2015,95,6.5,1.521738824,,,,,,,,,,,,,,,,,,,,,,,
6/14/2015,97,0,1.790195993,,,,,,,,,,,,,,,,,,,,,,,
6/15/2015,75,0,1.746742394,,,,,,,,,,,,,,,,,,,,,,,
6/16/2015,94,0,1.852947744,,,,,,,,,,,,,,,,,,,,,,,
6/17/2015,91,25.3,0.97738726,,,,,,,,,,,,,,,,,,,,,,,
6/18/2015,95,1.5,1.016964879,,,,,,,,,,,,,,,,,,,,,,,
6/19/2015,99,0,1.172555379,,,,,,,,,,,,,,,,,,,,,,,
6/20/2015,88,0,1.847545225,,,,,,,,,,,,,,,,,,,,,,,
6/21/2015,95,0,1.366935673,,,,,,,,,,,,,,,,,,,,,,,
6/22/2015,95,1.7,1.372786605,,,,,,,,,,,,,,,,,,,,,,,
6/23/2015,97,0,1.263149686,,,,,,,,,,,,,,,,,,,,,,,
6/24/2015,98,0,1.210408324,,,,,,,,,,,,,,,,,,,,,,,
6/25/2015,84,0,1.895955542,,,,,,,,,,,,,,,,,,,,,,,
6/26/2015,88,0,1.673561091,,,,,,,,,,,,,,,,,,,,,,,
6/27/2015,85,0,0.943896901,,,,,,,,,,,,,,,,,,,,,,,
6/28/2015,94,4.4,0.990998139,,,,,,,,,,,,,,,,,,,,,,,
6/29/2015,97,0.6,0.936387438,,,,,,,,,,,,,,,,,,,,,,,
6/30/2015,94,0,1.985626306,,,,,,,,,,,,,,,,,,,,,,,
7/1/2015,97,0,1.864755853,,,,,,,,,,,,,,,,,,,,,,,
7/2/2015,76,0,2.798304461,,,,,,,,,,,,,,,,,,,,,,,
7/3/2015,84,0,2.738230959,,,,,,,,,,,,,,,,,,,,,,,
7/4/2015,92,0,1.823710239,,,,,,,,,,,,,,,,,,,,,,,
7/5/2015,90,0.7,2.072951355,,,,,,,,,,,,,,,,,,,,,,,
7/6/2015,85,0,2.533975853,,,,,,,,,,,,,,,,,,,,,,,
7/7/2015,83,7.3,1.709928536,,,,,19.51,27.28542241,,21.75769795,,44.32,15.849,,,,,,,,,,,,
7/8/2015,95,14.4,1.41151571,,,,,,,,,,,,,,,,,,,,,,,
7/9/2015,81,3.4,1.448893731,,,,,,,,,,,,,,,,,,,,,,,
7/10/2015,70,0,2.019033547,,,,,,,,,,,,,,,,,,,,,,,
7/11/2015,90,0.3,1.762860424,,,,,,,,,,,,,,,,,,,,,,,
7/12/2015,84,0.4,1.115197769,,,,,,,,,,,,,,,,,,,,,,,
7/13/2015,88,0,1.305196373,,,,,,,,,,,,,,,,,,,,,,,
7/14/2015,83,0,1.624311779,,,,,,,,,,,,,,,,,,,,,,,
7/15/2015,87,0,1.710294026,,,,,,,,,,,,,,,,,,,,,,,
7/16/2015,84,0,2.0810712,,,,,,,,,,,,,,,,,,,,,,,
7/17/2015,89,1.1,1.6980137,,,,,,,,,,,,,,,,,,,,,,,
7/18/2015,79,0,2.41996465,,,,,,,,,,,,,,,,,,,,,,,
7/19/2015,77,7.9,1.642033502,,,,,,,,,,,,,,,,,,,,,,,
7/20/2015,1,0.2,1.575805348,,,,,,,,,,,,,,,,,,,,,,,
7/21/2015,83,2.2,1.22067934,,,,,,,,,,,,,,,,,,,,,,,
7/22/2015,86,2.2,1.519645735,,,,,,,,,,,,,,,,,,,,,,,
7/23/2015,89,0,2.139217506,,,,,,,,,,,,,,,,,,,,,,,
7/24/2015,81,0,1.932409775,,,,,,,,,,,,,,,,,,,,,,,
7/25/2015,78,27.3,1.024101392,,,,,,,,,,,,,,,,,,,,,,,
7/26/2015,95,2.2,1.037263398,,,,,,,,,,,,,,,,,,,,,,,
7/27/2015,80,0.7,1.559967435,,,,,,,,,,,,,,,,,,,,,,,
7/28/2015,84,14.9,1.161913387,,,,,,,,,,,,,,,,,,,,,,,
7/29/2015,95,11.3,1.402420481,,,,,,,,,,,,,,,,,,,,,,,
7/30/2015,86,0.8,1.455092353,,,,,19.73,27.347493,,21.94563648,,,15.789,,,,,,,,,,,,
7/31/2015,89,0,1.578356763,,,,,,,,,,,,,,,,,,,,,,,
8/1/2015,84,0,1.772839757,,,,,,,,,,,,,,,,,,,,,,,
8/2/2015,76,0,1.498820496,,,,,,,,,,,,,,,,,,,,,,,
8/3/2015,82,0,1.954045376,,16.74,,,,,,,,,,,,,,,,,,,,,
8/4/2015,74,10,2.944306002,,,,,,,,,,,,,,,,,,,,,,,
8/5/2015,96,0.1,2.221763498,44.81,,,,,,23.37326762,,49.47,,,,,,,,,,,,,,
8/6/2015,93,0,2.423047393,,,,,19.64,27.2958167,23.2989221,21.65433177,49.25,44.27,15.749,,,,,,,,,,,,
8/7/2015,83,0,2.35506589,,,,,,,,,,,,,,,,,,,,,,,
8/8/2015,94,0,2.080351828,,,,,,,,,,,,,,,,,,,,,,,
8/9/2015,82,0,2.536697734,,,,,,,,,,,,,,,,,,,,,,,
8/10/2015,82,0.8,1.986422903,,,,,,,,,,,,,,,,,,,,,,,
8/11/2015,84,1.2,1.662216082,,,,,,,,,,,,,,,,,,,,,,,
8/12/2015,86,0,2.152516921,,,,,,,,,,,,,,,,,,,,,,,
8/13/2015,88,0,2.726044945,,,,,,,,,,,,,,,,,,,,,,,
8/14/2015,80,0,3.294265648,,,,,,,,,,,,,,,,,,,,,,,
8/15/2015,53,12.7,3.382113202,,,,,,,,,,,,,,,,,,,,,,,
8/16/2015,80,0,2.610768701,,,,,,,,,,,,,,,,,,,,,,,
8/17/2015,74,0,3.768133916,,,,,19.56,27.5758535,23.15713832,21.2596687,,,15.669,,,,,,,,,,,,
8/18/2015,70,0,3.720640822,,,,,19.54,,,,,,15.659,,,,,,,,,,,,
8/19/2015,55,0,3.414082613,,,,,19.52,27.38215,22.9645133,21.18918392,51.58,,15.589,,,,,,,,,,,,
8/20/2015,66,0,3.155399992,,,,,19.55,27.46894832,22.954594,21.1187697,,,15.459,,,,,,,,,,,,
8/21/2015,74,0,3.12620344,,,,,19.49,27.37718537,22.92221517,21.4353156,51.18,,15.339,,,,,,,,,,,,
8/22/2015,75,0,2.753248805,,,,,,,,,,,,,,,,,,,,,,,
8/23/2015,75,0,3.279742031,,,,,,,,,,,,,,,,,,,,,,,
8/24/2015,70,4.2,2.746331366,,,,,19.465,27.45445943,22.8942439,2.8274226,51.14,,14.949,,,,,,,,,,,,
8/25/2015,82,21.4,1.520816319,,,,,,,,,,,,,,,,,,,,,,,
8/26/2015,77,7.7,1.561875036,,,,,19.67,27.5269387,22.9598287,2.8274226,52.495,,14.759,,,,,,,,,,,,
8/27/2015,89,15.8,1.460693578,,,,,,,,,,,,,,,,,,,,,,,
8/28/2015,85,0.3,2.648855752,,,,,,,,,,,,,,,,,,,,,,,
8/29/2015,86,0,2.288825304,,,,,,,,,,,,,,,,,,,,,,,
8/30/2015,84,0,2.580967587,,,,,,,,,,,,,,,,,,,,,,,
8/31/2015,82,20.3,1.291840218,,,,,,,,,,,,,,,,,,,,,,,
9/1/2015,95,2.8,1.046592468,,,,,,,,,,,,,,,,,,,,,,,
9/2/2015,92,5.6,1.64613661,,,,,,,,,,,,,,,,,,,,,,,
9/3/2015,83,4.8,1.906821138,,,,,,,,,,,,,,,,,,,,,,,
9/4/2015,88,3.5,2.161791163,,,,,19.61,,,,,,15.119,,,,,,,,,,,,
9/5/2015,72,13.3,1.304717897,,,,,,,,,,,,,,,,,,,,,,,
9/6/2015,87,0,2.392919546,,,,,,,,,,,,,,,,,,,,,,,
9/7/2015,63,0,2.770052291,,,,,,,,,,,,,,,,,,,,,,,
9/8/2015,69,0,2.575952782,,,,,19.66,27.24678538,,22.55512,5.59,44.31,,,,,,,,,,,,,
9/9/2015,85,0,2.555419415,,,,,19.66,27.5758535,23.21351988,22.496582,5.58,,15.429,,,,,,,,,,,,
9/10/2015,83,0,2.599181402,,,,,,,,,,,,,,,,,,,,,,,
9/11/2015,78,0,2.884491429,,,,,,,,,,,,,,,,,,,,,,,
9/12/2015,79,1.6,2.376588954,,,,,,,,,,,,,,,,,,,,,,,
9/13/2015,85,0.9,1.716359368,,,,,,,,,,,,,,,,,,,,,,,
9/14/2015,89,7.8,2.337493622,,,,,,,,,,,,,,,,,,,,,,,
9/15/2015,93,7.6,2.043343699,,,,,,,,,,,,,,,,,,,,,,,
9/16/2015,81,3.8,1.857706204,,,,,,,,,,,,,,,,,,,,,,,
9/17/2015,94,2.9,1.665789179,,,,,,,,,,,,,,,,,,,,,,,
9/18/2015,90,0,2.094916392,,,,,,,,,,,,,,,,,,,,,,,
9/19/2015,88,0.6,2.717187537,,,,,,,,,,,,,,,,,,,,,,,
9/20/2015,75,0.4,2.50751444,,,,,,,,,,,,,,,,,,,,,,,
9/21/2015,79,10.5,1.612124989,,,,,,,,,,,,,,,,,,,,,,,
9/22/2015,90,6.5,1.194028348,,,,,,,,,,,,,,,,,,,,,,,
9/23/2015,92,0.3,1.649970047,,,,,,,,,,,,,,,,,,,,,,,
9/24/2015,89,10.5,1.493245052,,,,,,,,,,,,,,,,,,,,,,,
9/25/2015,84,0.1,2.141444311,,,,,,,,,,,,,,,,,,,,,,,
9/26/2015,82,0,2.857744927,,,,,,,,,,,,,,,,,,,,,,,
9/27/2015,87,0,2.907641159,,,,,,,,,,,,,,,,,,,,,,,
9/28/2015,84,0,2.80106042,,,,,19.59,27.58485942,23.27929836,22.75377213,5.72,,15.659,,,,,,,,,,,,
9/29/2015,77,0,2.801898627,44.9,,,,,,,,,,,,,,,,,,,,,,
9/30/2015,90,0,1.486817465,,,,,,,,,,,,,,,,,,,,,,,
10/1/2015,89,0,2.815159979,,,,,,,,,,,,,,,,,,,,,,,
10/2/2015,88,0,2.485830702,,16.59,,,,,,,,,,,,,,,,,,,,,
10/3/2015,84,0,1.481439116,,,,,,,,,,,,,,,,,,,,,,,
10/4/2015,85,0,1.876558171,,,,,,,,,,,,,,,,,,,,,,,
10/5/2015,88,0,2.747587263,,,,,,,,,,,,,,,,,,,,,,,
10/6/2015,85,0,3.051374058,,,,,,,,,,,,,,,,,,,,,,,
10/7/2015,71,0,2.195295994,,,,,,,,,,,,,,,,,,,,,,,
10/8/2015,72,1.5,1.905804199,,,,,,,,,,,,,,,,,,,,,,,
10/9/2015,76,0,1.823909766,,,,,,,,,,,,,,,,,,,,,,,
10/10/2015,73,0,2.332060686,,,,,,,,,,,,,,,,,,,,,,,
10/11/2015,66,0,1.605523374,,,,,,,,,,,,,,,,,,,,,,,
10/12/2015,70,0,1.555228456,,,,,,,,,,,,,,,,,,,,,,,
10/13/2015,65,0,1.585949234,,,,,,,,,,,,,,,,,,,,,,,
10/14/2015,86,0,2.110807235,,,,,,,,,,,,,,,,,,,,,,,
10/15/2015,81,0,2.352441481,,,,,,,,,,,,,,,,,,,,,,,
10/16/2015,86,0,2.116485648,,,,,,,,,,,,,,,,,,,,,,,
10/17/2015,91,0,1.254172558,,,,,,,,,,,,,,,,,,,,,,,
10/18/2015,91,0,2.428447664,,,,,,,,,,,,,,,,,,,,,,,
10/19/2015,89,0,2.112060161,,,,,,,,,,,,,,,,,,,,,,,
10/20/2015,82,0,1.373247875,,,,,,,,,,,,,,,,,,,,,,,
10/21/2015,93,5.8,1.318209127,,,,,,,,,,,,,,,,,,,,,,,
10/22/2015,95,3,1.426379538,,,,,,,,,,,,,,,,,,,,,,,
10/23/2015,84,0,2.872834261,,,,,,,,,,,,,,,,,,,,,,,
10/24/2015,88,2.1,1.499137525,,,,,,,,,,,,,,,,,,,,,,,
10/25/2015,89,0.6,2.419243272,,,,,,,,,,,,,,,,,,,,,,,
10/26/2015,76,0,1.888371755,,,,,19.53,27.25644464,22.83764283,21.128139,48.36,44.1,15.549,,,,,,,,,,,,
10/27/2015,89,0,1.593218389,,,,,,,,,,,,,,,,,,,,,,,
10/28/2015,89,0,2.35171387,,,,,,,,,,,,,,,,,,,,,,,
10/29/2015,88,0,1.474484892,,,,,,,,,,,,,,,,,,,,,,,
10/30/2015,87,0,1.352811624,,,,,,,,,,,,,,,,,,,,,,,
10/31/2015,90,0,1.441786999,,,,,,,,,,,,,,,,,,,,,,,
11/1/2015,92,0.2,1.272370201,,,,,,,,,,,,,,,,,,,,,,,
11/2/2015,92,0,1.524433985,,,,,,,,,,,,,,,,,,,,,,,
11/3/2015,93,0,1.288496895,,,,,,,,,,,,,,,,,,,,,,,
11/4/2015,94,0,1.273263352,,,,,,,,,,,,,,,,,,,,,,,
11/5/2015,95,3.6,1.276032804,,,,,,,,,,,,,,,,,,,,,,,
11/6/2015,98,5.8,1.270158882,,,,,,,,,,,,,,,,,,,,,,,
11/7/2015,97,10.7,1.371502499,,,,,,,,,,,,,,,,,,,,,,,
11/8/2015,91,8.3,2.707029774,,,,,,,,,,,,,,,,,,,,,,,
11/9/2015,92,4.9,1.636535222,,,,,,,,,,,,,,,,,,,,,,,
11/10/2015,82,0.2,1.590808201,,,,,,,,,,,,,,,,,,,,,,,
11/11/2015,88,6.3,1.432672663,,,,,,,,,,,,,,,,,,,,,,,
11/12/2015,96,0,1.932824128,,,,,,,,,,,,,,,,,,,,,,,
11/13/2015,89,15.8,1.503618819,,,,,,,,,,,,,,,,,,,,,,,
11/14/2015,82,2.2,1.602016437,,,,,,,,,,,,,,,,,,,,,,,
11/15/2015,77,0,1.831169686,,,,,,,,,,,,,,,,,,,,,,,
11/16/2015,88,5.4,1.300819651,,,,,,,,,,,,,,,,,,,,,,,
11/17/2015,78,4.6,1.550736448,,,,,,,,,,,,,,,,,,,,,,,
11/18/2015,78,7.5,1.606039525,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,94,0,1.215026948,,,,,,,,,,,,,,,,,,,,,,,
11/20/2015,84,0,1.52206395,,,,,19.67,27.7142978,23.3748914,,47.58,44.49,15.849,,,,,,,,,,,,
11/21/2015,90,0,1.238230047,,,,,,,,,,,,,,,,,,,,,,,
11/22/2015,69,0,1.192149363,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,86,0,1.380628722,,,,,,,,,,,,,,,,,,,,,,,
11/24/2015,91,23.2,1.125749812,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,93,3.8,1.219309599,,,,,,,,,,,,,,,,,,,,,,,
11/26/2015,91,0,1.291557449,,16.7,,,,,,,,,,,,,,,,,,,,,
11/27/2015,88,15.3,1.03923586,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,92,11.8,1.455066701,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,84,28.3,1.304824568,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,71,0,1.716929249,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,73,0,2.665124967,45.27,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,66,1.2,1.475204698,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,95,5.8,1.478195574,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,96,12.6,1.786968777,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,88,17.9,1.343555318,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,92,1.7,1.764392483,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,73,0,2.094457451,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,93,4.8,1.16549428,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,94,0.4,1.838393246,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015,89,13.6,1.256892479,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,87,6.2,1.315331437,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,86,5.7,1.872142955,,,,,,,,,,,,,,,,,,,,,,,
12/13/2015,86,0.1,1.778714451,,,,,,,,,,,,,,,,,,,,,,,
12/14/2015,82,2.1,1.064263826,,,,,,,,,,,,,,,,,,,,,,,
12/15/2015,94,0,1.120242073,,,,,,,,,,,,,,,,,,,,,,,
12/16/2015,97,2.4,1.012006277,,,,,,,,,,,,,,,,,,,,,,,
12/17/2015,97,1.6,1.122070737,,,,,,,,,,,,,,,,,,,,,,,
12/18/2015,98,6.9,1.269716876,,,,,19.78,28.581637,,,48.27,44.68,16.139,,,,,,,,,,,,
12/19/2015,95,3.3,1.258902398,,,,,,,,,,,,,,,,,,,,,,,
12/20/2015,99,0,1.383679457,,,,,,,,,,,,,,,,,,,,,,,
12/21/2015,96,7.8,1.46163014,,,,,,,,,,,,,,,,,,,,,,,
12/22/2015,96,5.5,1.449471653,,,,,,,,,,,,,,,,,,,,,,,
12/23/2015,95,0.3,1.628965432,,,,,,,,,,,,,,,,,,,,,,,
12/24/2015,83,5.6,1.411629782,,,,,,,,,,,,,,,,,,,,,,,
12/25/2015,84,2.7,1.682674807,,,,,,,,,,,,,,,,,,,,,,,
12/26/2015,90,4.4,1.627137927,,,,,,,,,,,,,,,,,,,,,,,
12/27/2015,50,4.6,1.68565936,,,,,,,,,,,,,,,,,,,,,,,
12/28/2015,87,0,1.40713007,,,,,,,,,,,,,,,,,,,,,,,
12/29/2015,81,0,1.379327341,,,,,,,,,,,,,,,,,,,,,,,
12/30/2015,83,0,1.366663763,,,,,,,,,,,,,,,,,,,,,,,
12/31/2015,82,0,1.760733599,,,,,,,,,,,,,,,,,,,,,,,
1/1/2016,95,0,1.038157619,,,,,,,,,,,,,,,,,,,,,,,
1/2/2016,91,0.2,1.377982524,,,,,,,,,,,,,,,,,,,,,,,
1/3/2016,71,0,1.215380222,,,,,,,,,,,,,,,,,,,,,,,
1/4/2016,77,0,1.521325582,,,,,,,,,,,,,,,,,,,,,,,
1/5/2016,80,0,1.278410547,,,,,,,,,,,,,,,,,,,,,,,
1/6/2016,81,0,1.260016906,,,,,,,,,,,,,,,,,,,,,,,
1/7/2016,70,1,0.91549062,,,,,,,,,,,,,,,,,,,,,,,
1/8/2016,86,3.8,0.912897391,,,,,,,,,,,,,,,,,,,,,,,
1/9/2016,90,3.9,0.916349669,,,,,,,,,,,,,,,,,,,,,,,
1/10/2016,96,8.4,0.992979592,,,,,,,,,,,,,,,,,,,,,,,
1/11/2016,96,0.7,1.065754744,,,,,,,,,,,,,,,,,,,,,,,
1/12/2016,98,0,1.092559052,,,,,,,,,,,,,,,,,,,,,,,
1/13/2016,82,0,1.126435493,,,,,,,,,,,,,,,,,,,,,,,
1/14/2016,79,0,1.378051125,,,,,,,,,,,,,,,,,,,,,,,
1/15/2016,71,0.9,1.275862549,,,,,,,,,,,,,,,,,,,,,,,
1/16/2016,83,1,0.770084639,,,,,,,,,,,,,,,,,,,,,,,
1/17/2016,91,0,1.209567906,,,,,,,,,,,,,,,,,,,,,,,
1/18/2016,81,24.4,1.156403361,,,,,,,,,,,,,,,,,,,,,,,
1/19/2016,96,0,0.939683233,,,,,,,,,,,,,,,,,,,,,,,
1/20/2016,94,0,1.353719179,,,,,,,,,,,,,,,,,,,,,,,
1/21/2016,90,0,1.087820984,,,,,,,,,,,,,,,,,,,,,,,
1/22/2016,94,0.2,0.936213641,,,,,,,,,,,,,,,,,,,,,,,
1/23/2016,87,2,0.968869497,,,,,,,,,,,,,,,,,,,,,,,
1/24/2016,97,2.8,1.006926142,,,,,,,,,,,,,,,,,,,,,,,
1/25/2016,100,1.3,1.03790306,,,,,,,,,,,,,,,,,,,,,,,
1/26/2016,81,10.6,1.214822654,,,,,,,,,,,,,,,,,,,,,,,
1/27/2016,94,12.8,1.066245504,,,,,19.8,28.145964,,,47.87,44.7,16.189,,,,,,,,,,,,
1/28/2016,93,0.6,1.928465298,,17.13,,,,,,,,,,,,,,,,,,,,,
1/29/2016,89,7.6,1.20838559,,,,,,,,,,,,,,,,,,,,,,,
1/30/2016,87,4.8,1.241410307,,,,,,,,,,,,,,,,,,,,,,,
1/31/2016,92,0,1.586440767,,,,,,,,,,,,,,,,,,,,,,,
2/1/2016,77,10.5,1.277942035,,,,,,,,,,,,,,,,,,,,,,,
2/2/2016,77,8.5,1.344627034,,,,,,,,,,,,,,,,,,,,,,,
2/3/2016,94,0,2.04467066,,,,,,,,,,,,,,,,,,,,,,,
2/4/2016,82,0,2.225389611,,,,,,,,,,,,58.2,,,,,,,,,,,
2/5/2016,86,2.5,1.157431504,,,,,,,,,,,,,,,,,,,,,,,
2/6/2016,98,0.6,0.932057217,,,,,,,,,,,,,,,,,,,,,,,
2/7/2016,94,2.5,1.407594915,,,,,,,,,,,,,,,,,,,,,,,
2/8/2016,91,9.2,1.27851341,,,,,,,,,,,,,,,,,,,,,,,
2/9/2016,93,1.6,1.07921038,,,,,,,,,,,,,,,,,,,,,,,
2/10/2016,96,1.6,1.091561923,,,,,,,,,,,,,,,,,,,,,,,
2/11/2016,98,0.2,1.04095394,,,,,,,,,,,,,,,,,,,,,,,
2/12/2016,89,0.5,1.790248625,,,,,,,,,,,,,,,,,,,,,,,
2/13/2016,89,1,1.114038413,,,,,,,,,,,,,,,,,,,,,,,
2/14/2016,94,0,1.507385786,,,,,,,,,,,,,,,,,,,,,,,
2/15/2016,90,0,1.509664008,,,,,,,,,,,,,,,,,,,,,,,
2/16/2016,90,0,1.723920821,,,,,,,,,,,,,,,,,,,,,,,
2/17/2016,96,0.5,1.268011446,,,,,,,,,,,,,,,,,,,,,,,
2/18/2016,79,0.5,0.99546448,,,,,,,,,,,,,,,,,,,,,,,
2/19/2016,96,0.7,0.89677697,,,,,,,,,,,,,,,,,,,,,,,
2/20/2016,97,12.6,0.85853252,,,,,,,,,,,,,,,,,,,,,,,
2/21/2016,99,0,1.279689266,,,,,,,,,,,,,,,,,,,,,,,
2/22/2016,96,0.6,1.271635459,,,,,,,,,,,,,,,,,,,,,,,
2/23/2016,98,0,1.769863624,,,,,,,,,,,,,,,,,,,,,,,
2/24/2016,96,0,2.041316096,,,,,19.7,27.988891,,,48.18,44.73,16.99,,,,,,,,,,,,
2/25/2016,97,0,1.274989195,,,,,,,,,,,,,,,,,,,,,,,
2/26/2016,97,0,2.034490081,,,,,,,,,,,,,,,,,,,,,,,
2/27/2016,97,0,1.785292178,,,,,,,,,,,,,,,,,,,,,,,
2/28/2016,99,0,1.451375211,,,,,,,,,,,,,,,,,,,,,,,
2/29/2016,97,0,1.292341311,,,,,,,,,,,,,,,,,,,,,,,
3/1/2016,94,0.9,1.134214907,,,,,,,,,,,,,,,,,,,,,,,
3/2/2016,77,8.5,0.965187733,,,,,,,,,,,,,,,,,,,,,,,
3/3/2016,97,0.3,0.981189661,,,,,,,,,,,,,,,,,,,,,,,
3/4/2016,96,0,0.898041312,,,,,,,,,,,,,,,,,,,,,,,
3/5/2016,92,8.4,0.960917716,,,,,,,,,,,,,,,,,,,,,,,
3/6/2016,96,9.9,0.828887386,,,,,,,,,,,,,,,,,,,,,,,
3/7/2016,97,2.2,0.831639052,,,,,,,,,,,,,,,,,,,,,,,
3/8/2016,99,0.4,0.857135724,,,,,,,,,,,,,,,,,,,,,,,
3/9/2016,96,0,1.501004184,,,,,,,,,,,,,,,,,,,,,,,
3/10/2016,86,0,1.67677901,,,,,,,,,,,,,,,,,,,,,,,
3/11/2016,96,0,1.809406636,,,,,,,,,,,,,,,,,,,,,,,
3/12/2016,92,0,0.979181392,,,,,,,,,,,,,,,,,,,,,,,
3/13/2016,96,0,0.773203067,,,,,,,,,,,,,,,,,,,,,,,
3/14/2016,99,0,1.832335908,,,,,,,,,,,,,,,,,,,,,,,
3/15/2016,92,0,2.144542831,,,,,19.73,27.92293346,,,5.41,44.75,16.89,,,,,,,,,,,,
3/16/2016,96,0,1.854969132,,,,,,,,,,,,,,,,,,,,,,,
3/17/2016,98,0,0.83188193,,,,,,,,,,,,,,,,,,,,,,,
3/18/2016,99,0,2.199331346,,,,,,,,,,,,,,,,,,,,,,,
3/19/2016,70,0,2.278008573,,,,,,,,,,,,,,,,,,,,,,,
3/20/2016,92,0,2.07805172,,,,,,,,,,,,,,,,,,,,,,,
3/21/2016,96,0,2.09924091,,,,,,,,,,,,,,,,,,,,,,,
3/22/2016,90,0.2,1.768965908,,,,,,,,,,,,,,,,,,,,,,,
3/23/2016,96,0,2.105236484,,,,,,,,,,,,,,,,,,,,,,,
3/24/2016,75,3,1.763829162,,,,,,,,,,,,,,,,,,,,,,,
3/25/2016,98,4.7,0.832710437,,,,,,,,,,,,,,,,,,,,,,,
3/26/2016,92,0,1.933510292,,,,,,,,,,,,,,,,,,,,,,,
3/27/2016,81,8.4,1.638962437,,,,,,,,,,,,,,,,,,,,,,,
3/28/2016,97,2.2,2.420207065,,,,,,,,,,,,,,,,,,,,,,,
3/29/2016,93,0.7,1.278942116,,,,,,,,,,,,,,,,,,,,,,,
3/30/2016,92,0,1.151576563,,,,,,,,,,,,,,,,,,,,,,,
3/31/2016,98,0.1,1.957491874,,,,,,,,,,,,,,,,,,,,,,,
4/1/2016,65,0,2.389779922,,,,,,,,,,,,,,,,,,,,,,,
4/2/2016,86,0,2.00788661,,,,,,,,,,,,,,,,,,,,,,,
4/3/2016,64,1.7,1.301653399,,,,,,,,,,,,,,,,,,,,,,,
4/4/2016,80,1.3,1.943579266,,,,,,,,,,,,,,,,,,,,,,,
4/5/2016,88,19.5,1.160190324,,17.16,,,,,,,,,,,,,,,,,,,,,
4/6/2016,98,8.7,0.822397994,45.13,,,,,,,,,,,,,,,,,,,,,,
4/7/2016,96,4.3,0.845035054,,,,,,,,,,,,,,,,,,,,,,,
4/8/2016,97,2.5,1.050246418,,,,,,,,,,,,,,,,,,,,,,,
4/9/2016,87,0,1.897205303,,,,,,,,,,,,,,,,,,,,,,,
4/10/2016,88,0,1.83221546,,,,,,,,,,,,,,,,,,,,,,,
4/11/2016,74,0,2.609482407,,,,,,,,,,,,,,,,,,,,,,,
4/12/2016,61,0,2.591914906,,,,,,,,,,,,,,,,,,,,,,,
4/13/2016,60,0,1.869380505,,,,,,,,,,,,,,,,,,,,,,,
4/14/2016,83,0.6,2.025145302,,,,,,,,,,,,,,,,,,,,,,,
4/15/2016,85,6.3,0.860618175,,,,,,,,,,,,,,,,,,,,,,,
4/16/2016,95,11.5,1.019676699,,,,,,,,,,,,,,,,,,,,,,,
4/17/2016,89,0.8,0.904896621,,,,,,,,,,,,,,,,,,,,,,,
4/18/2016,91,0.2,1.001101592,,,,,,,,,,,,,,,,,,,,,,,
4/19/2016,90,0,2.540630664,,,,,,,,,48.41,,,,,,,,,,,,,,
4/20/2016,79,0,2.166064138,,,,,,,,,,,,,,,,,,,,,,,
4/21/2016,94,0,1.575636125,,,,,19.71,27.9954827,,,,44.72,16.79,,,,,,,,,,,,
4/22/2016,67,0,2.413598764,,,,,,,,,,,,,,,,,,,,,,,
4/23/2016,78,1,2.065511873,,,,,,,,,,,,,,,,,,,,,,,
